time,x_odom,y_odom,yaw_odom,x_icp,y_icp,yaw_icp
1786784705.639339,0.26423107662999484,0.08227141474609716,0.5824082463224983,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.6890442,0.2692219979789111,0.08560162075939334,0.5944082463226308,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.7402012,0.27170238302486754,0.08728912276645143,0.6004082463226972,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.788696,0.2741725984727345,0.08899147661954661,0.6064082463227635,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.838856,0.27908216523355,0.09244049419317063,0.6184082463228959,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.8886554,0.28152133980262406,0.0941870337494391,0.6244082463229619,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.9389722,0.28394999129222487,0.09594817682769426,0.6304082463230269,0.200182895335001,0.03330773497489945,0.420696064427559
1786784705.9889896,0.2863680322711616,0.09772386002697553,0.6364082463230926,0.200182895335001,0.03330773497489945,0.420696064427559
1786784706.0402896,0.2911719348852978,0.10131859056986149,0.6484082463232237,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.0933506,0.2935576235805214,0.10313750850355484,0.6544082463232891,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.138964,0.2959323558913562,0.10497070774311071,0.6604082463233509,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.192516,0.3006486097969377,0.10867968564816097,0.6724082463234751,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.240978,0.3029899616070532,0.11055533079085135,0.6784082463235367,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.290067,0.3053200174696293,0.11244499019860281,0.684408246323599,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.3395393,0.3099459062347985,0.11626607919708738,0.6964082463237227,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.3889146,0.3099459062347985,0.11626607919708738,0.6964082463237227,0.22973573651750226,0.04647565552292769,0.4794364353727707
1786784706.4386718,0.3122415726058964,0.11819737122902932,0.702408246323785,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.4898539,0.31452560997245815,0.12014240241340175,0.7084082463238464,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.5406523,0.3167979361093851,0.12210110272929228,0.7144082463239085,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.5953338,0.3190584692131819,0.12407340166370093,0.7204082463239704,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.6389995,0.3235438312330716,0.12805851089088585,0.7324082463240944,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.692116,0.32576849867661645,0.13007117772015994,0.7384082463241562,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.747149,0.33018140599485074,0.13413637353373808,0.75040824632428,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.7970138,0.3323694870053541,0.1361887561714319,0.756408246324342,0.2538198094645587,0.057313570660689046,0.5398547958652199
1786784706.8386931,0.33454521440857665,0.13825423027364125,0.762408246324404,0.27489790752356,0.06977858051736044,0.6012084973103516
