time,x_odom,y_odom,yaw_odom
1787135466.9659328,0.0,0.0,0.01959478855133057
1787135467.0156825,0.0,0.0,0.01967859268188477
1787135467.0661275,0.0,0.0,0.01967859268188477
1787135467.1151032,0.0,0.0,0.019776582717895508
1787135467.1711729,0.0,0.0,0.01971602439880371
1787135467.2180622,0.0,0.0,0.019643306732177738
1787135467.285163,0.0,0.0,0.01960408687591553
1787135467.3181038,0.0,0.0,0.019784927368164062
1787135467.3690755,0.0,0.0,0.01997005939483643
1787135467.415957,0.0,0.0,0.02016270160675049
1787135467.470311,0.0,0.0,0.02012419700622559
1787135467.5181932,0.0,0.0,0.01999974250793457
1787135467.5785534,0.0,0.0,0.01999974250793457
1787135467.658047,0.0,0.0,0.020315408706665046
1787135467.6657574,0.0,0.0,0.02046668529510498
1787135467.7150307,0.0,0.0,0.020459890365600582
1787135467.7673054,0.0,0.0,0.020435810089111328
1787135467.8163369,0.0,0.0,0.020303010940551765
1787135467.8652623,0.0,0.0,0.020212888717651367
1787135467.9163897,0.0,0.0,0.02028679847717285
1787135467.9659562,0.0,0.0,0.02044224739074707
1787135468.0149837,0.0,0.0,0.02057790756225586
1787135468.0677354,0.0,0.0,0.020684003829956058
1787135468.1156917,0.0,0.0,0.020593881607055664
1787135468.164958,0.0,0.0,0.020601153373718265
1787135468.2150083,0.0,0.0,0.02077484130859375
1787135468.267062,0.0,0.0,0.02077484130859375
1787135468.3159657,0.0,0.0,0.02081704139709473
1787135468.3651812,0.0,0.0,0.020793437957763675
1787135468.41706,0.0,0.0,0.020735263824462894
1787135468.4655094,0.0,0.0,0.020735263824462894
1787135468.515413,0.0,0.0,0.020530700683593753
1787135468.5653572,0.0,0.0,0.020556092262268066
1787135468.6150384,0.0,0.0,0.020747780799865726
1787135468.6648517,0.0,0.0,0.020902514457702637
1787135468.71968,0.0,0.0,0.02099931240081787
1787135468.7650232,0.0,0.0,0.02085745334625244
1787135468.8157928,0.0,0.0,0.020825386047363285
1787135468.8647327,0.0,0.0,0.021030902862548828
1787135468.9152095,0.0,0.0,0.021085262298583984
1787135468.964991,0.0,0.0,0.021242856979370117
1787135469.0147283,0.0,0.0,0.021190285682678223
1787135469.0665717,0.0,0.0,0.021190285682678223
1787135469.1152554,0.0,0.0,0.021012067794799805
1787135469.1691236,0.0,0.0,0.021012067794799805
1787135469.2197535,0.0,0.0,0.020950794219970703
1787135469.264748,0.0,0.0,0.021195292472839355
1787135469.3153262,0.0,0.0,0.021195292472839355
1787135469.368715,0.0,0.0,0.021420955657958988
1787135469.416415,0.0,0.0,0.021237730979919434
1787135469.4661036,0.0,0.0,0.021237730979919434
1787135469.5187817,0.0,0.0,0.02141213417053223
1787135469.5651224,0.0,0.0,0.021626830101013184
1787135469.6155503,0.0,0.0,0.021805405616760257
1787135469.6673148,0.0,0.0,0.02181470394134521
1787135469.7156897,0.0,0.0,0.02168881893157959
1787135469.7650056,0.0,0.0,0.021555900573730465
1787135469.8150356,0.0,0.0,0.021623730659484863
1787135469.8689053,0.0,0.0,0.021698236465454105
1787135469.915639,0.0,0.0,0.02184903621673584
1787135469.9657521,0.0,0.0,0.02192306518554687
1787135470.014748,0.0,0.0,0.0219414234161377
1787135470.065544,0.0,0.0,0.021820068359375
1787135470.1148782,0.0,0.0,0.02165555953979492
1787135470.16522,0.0,0.0,0.021547913551330566
1787135470.215508,0.0,0.0,0.021672487258911133
1787135470.264996,0.0,0.0,0.02191305160522461
1787135470.3152292,0.0,0.0,0.022220373153686523
1787135470.364866,0.0,0.0,0.022365570068359375
1787135470.4149075,0.0,0.0,0.02247428894042969
1787135470.4651792,0.0,0.0,0.022439718246459964
1787135470.5149558,0.0,0.0,0.022499680519104004
1787135470.5649881,0.0,0.0,0.022499680519104004
1787135470.6161547,0.0,0.0,0.022703886032104492
1787135470.668177,0.0,0.0,0.02266228199005127
1787135470.7178848,0.0,0.0,0.022520422935485843
1787135470.7649045,0.0,0.0,0.02239811420440674
1787135470.8166957,0.0,0.0,0.02224564552307129
1787135470.8646548,0.0,0.0,0.022427797317504883
1787135470.9177737,0.0,0.0,0.02255845069885254
1787135470.9659567,0.0,0.0,0.022717952728271484
1787135471.0174522,0.0,0.0,0.022720813751220707
1787135471.0651588,0.0,0.0,0.02270185947418213
1787135471.1152775,0.0,0.0,0.022650837898254398
1787135471.166262,0.0,0.0,0.022655844688415527
1787135471.216176,0.0,0.0,0.02274119853973389
1787135471.265768,0.0,0.0,0.022837638854980472
1787135471.3154278,0.0,0.0,0.022989273071289062
1787135471.3649228,0.0,0.0,0.023039340972900394
1787135471.4158568,0.0,0.0,0.022873878479003906
1787135471.4656658,0.0,0.0,0.022794485092163086
1787135471.5161915,0.0,0.0,0.02273702621459961
1787135471.5651243,0.0,0.0,0.02296292781829834
1787135471.618047,0.0,0.0,0.02321481704711914
1787135471.6657963,0.0,0.0,0.02318525314331055
1787135471.715726,0.0,0.0,0.02310442924499512
1787135471.7650201,0.0,0.0,0.02313995361328125
1787135471.8154516,0.0,0.0,0.023266077041625977
1787135471.8655543,0.0,0.0,0.023436307907104492
1787135471.9156377,0.0,0.0,0.02362191677093506
1787135471.9650056,0.0,0.0,0.023717641830444336
1787135472.0153313,0.0,0.0,0.023609876632690433
1787135472.0650704,0.0,0.0,0.023605346679687503
1787135472.1150067,0.0,0.0,0.023435115814208984
1787135472.1648464,0.0,0.0,0.023574471473693844
1787135472.2151263,0.0,0.0,0.023755550384521484
1787135472.2702785,0.0,0.0,0.023574113845825195
1787135472.3149521,0.0,0.0,0.023493051528930664
1787135472.3651314,0.0,0.0,0.023437976837158207
1787135472.4151802,0.0,0.0,0.02345383167266846
1787135472.4645908,0.0,0.0,0.02359223365783692
1787135472.5149996,0.0,0.0,0.02379739284515381
1787135472.5649314,0.0,0.0,0.02411818504333496
1787135472.6150343,0.0,0.0,0.02411818504333496
1787135472.6649024,0.0,0.0,0.024055957794189453
1787135472.7161288,0.0,0.0,0.024086833000183112
1787135472.7649884,0.0,0.0,0.024172067642211918
1787135472.8149526,0.0,0.0,0.02425992488861084
1787135472.8649101,0.0,0.0,0.024507761001586914
1787135472.9151576,0.0,0.0,0.024457335472106934
1787135472.9649487,0.0,0.0,0.024394154548645023
1787135473.015365,0.0,0.0,0.024169445037841804
1787135473.0649076,0.0,0.0,0.02402424812316895
1787135473.1156,0.0,0.0,0.024161696434020993
1787135473.166022,0.0,0.0,0.02432191371917725
1787135473.2149591,0.0,0.0,0.024516224861145013
