time,x_odom,y_odom,yaw_odom
1787146501.5829847,1.1503059521757045e-11,-3.6071433459094916e-09,0.010707259178161621
1787146501.6295514,1.1503059521757045e-11,-3.6071433459094916e-09,0.0106889009475708
1787146501.6872072,1.1503059521757045e-11,-3.6071433459094916e-09,0.0106889009475708
1787146501.7274542,1.1503059521757045e-11,-3.6071433459094916e-09,0.01052713394165039
1787146501.7990897,1.1503059521757045e-11,-3.6071433459094916e-09,0.010578870773315428
1787146501.8590884,1.1503059521757045e-11,-3.6071433459094916e-09,0.01060628890991211
1787146501.8935173,1.1503059521757045e-11,-3.6071433459094916e-09,0.010704278945922853
1787146501.9466357,1.1503059521757045e-11,-3.6071433459094916e-09,0.010727167129516602
1787146502.0036926,1.1503059521757045e-11,-3.6071433459094916e-09,0.010760068893432619
1787146502.0509443,1.1503059521757045e-11,-3.6071433459094916e-09,0.010741949081420897
1787146502.0928938,1.1503059521757045e-11,-3.6071433459094916e-09,0.010723352432250978
1787146502.157965,1.1503059521757045e-11,-3.6071433459094916e-09,0.010728001594543459
1787146502.1781394,1.1503059521757045e-11,-3.6071433459094916e-09,0.010683536529541019
1787146502.2283564,1.1503059521757045e-11,-3.6071433459094916e-09,0.010636568069458008
1787146502.2978103,1.1503059521757045e-11,-3.6071433459094916e-09,0.010630965232849121
1787146502.3537328,1.1503059521757045e-11,-3.6071433459094916e-09,0.010665535926818846
1787146502.392521,1.1503059521757045e-11,-3.6071433459094916e-09,0.010726809501647951
1787146502.4563687,1.1503059521757045e-11,-3.6071433459094916e-09,0.010753393173217773
1787146502.4966576,1.1503059521757045e-11,-3.6071433459094916e-09,0.010830998420715332
1787146502.5480363,1.1503059521757045e-11,-3.6071433459094916e-09,0.010902166366577148
1787146502.6031146,1.1503059521757045e-11,-3.6071433459094916e-09,0.010908842086791994
1787146502.631803,1.1503059521757045e-11,-3.6071433459094916e-09,0.010848999023437498
1787146502.6960752,1.1503059521757045e-11,-3.6071433459094916e-09,0.010768413543701174
1787146502.7568989,1.1503059521757045e-11,-3.6071433459094916e-09,0.010785341262817383
1787146502.797614,1.1503059521757045e-11,-3.6071433459094916e-09,0.010823488235473633
1787146502.8487184,1.1503059521757045e-11,-3.6071433459094916e-09,0.010794281959533691
1787146502.9053535,1.1503059521757045e-11,-3.6071433459094916e-09,0.010861754417419435
1787146502.949003,1.1503059521757045e-11,-3.6071433459094916e-09,0.010963916778564453
1787146502.9977975,1.1503059521757045e-11,-3.6071433459094916e-09,0.011196136474609375
1787146503.0317185,1.1503059521757045e-11,-3.6071433459094916e-09,0.011241555213928223
1787146503.0987313,1.1503059521757045e-11,-3.6071433459094916e-09,0.011212706565856932
1787146503.1364927,1.1503059521757045e-11,-3.6071433459094916e-09,0.011186122894287111
1787146503.1950772,1.1503059521757045e-11,-3.6071433459094916e-09,0.011175751686096191
1787146503.2380383,1.1503059521757045e-11,-3.6071433459094916e-09,0.01121509075164795
1787146503.2963257,1.1503059521757045e-11,-3.6071433459094916e-09,0.01122903823852539
1787146503.3409028,1.1503059521757045e-11,-3.6071433459094916e-09,0.011215567588806152
1787146503.400507,1.1503059521757045e-11,-3.6071433459094916e-09,0.011286854743957521
1787146503.440575,1.1503059521757045e-11,-3.6071433459094916e-09,0.01141345500946045
1787146503.4791715,1.1503059521757045e-11,-3.6071433459094916e-09,0.01145172119140625
1787146503.5495508,1.1503059521757045e-11,-3.6071433459094916e-09,0.011488318443298342
1787146503.5966115,1.1503059521757045e-11,-3.6071433459094916e-09,0.011490583419799806
1787146503.648359,1.1503059521757045e-11,-3.6071433459094916e-09,0.011464595794677736
1787146503.700981,1.1503059521757045e-11,-3.6071433459094916e-09,0.011250972747802734
1787146503.745349,1.1503059521757045e-11,-3.6071433459094916e-09,0.01128029823303223
1787146503.790742,1.1503059521757045e-11,-3.6071433459094916e-09,0.011213898658752441
1787146503.852,1.1503059521757045e-11,-3.6071433459094916e-09,0.01133120059967041
1787146503.8950477,1.1503059521757045e-11,-3.6071433459094916e-09,0.011377930641174316
1787146503.9552233,1.1503059521757045e-11,-3.6071433459094916e-09,0.011449217796325684
1787146503.9993742,1.1503059521757045e-11,-3.6071433459094916e-09,0.011465668678283693
1787146504.03063,1.1503059521757045e-11,-3.6071433459094916e-09,0.011450529098510742
1787146504.1037266,1.1503059521757045e-11,-3.6071433459094916e-09,0.011470437049865724
1787146504.1307492,1.1503059521757045e-11,-3.6071433459094916e-09,0.011664390563964845
1787146504.1963072,1.1503059521757045e-11,-3.6071433459094916e-09,0.011712789535522461
1787146504.228814,1.1503059521757045e-11,-3.6071433459094916e-09,0.011719942092895508
1787146504.2931476,1.1503059521757045e-11,-3.6071433459094916e-09,0.011672377586364746
1787146504.3570685,1.1503059521757045e-11,-3.6071433459094916e-09,0.011652469635009766
1787146504.3964853,1.1503059521757045e-11,-3.6071433459094916e-09,0.011575579643249513
1787146504.4490488,1.1503059521757045e-11,-3.6071433459094916e-09,0.011484861373901367
