time,x,y,yaw,cov_prop
1786900706.8422284,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900706.9092393,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.0108554,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.0430675,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.1200614,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.143106,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.2263563,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.241143,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.2951868,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.3469899,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
1786900707.3912563,0.0,0.0,0.0,"[9.99990287e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95475972e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.95475972e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99996001e-03]"
