time,x,y,yaw,cov_prop
1786901311.928401,4.245333979068532e-21,1.3772859609335097e-58,0.0,"[ 9.99990074e-03 -3.24420221e-35  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.64180681e-10 -3.24420221e-35  9.99990000e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.24529153e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.64180681e-10  4.24529153e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99991552e-03]"
1786901311.9738705,1.645913288507292e-21,-3.1800958313870276e-53,0.0,"[9.99970261e-03 6.79583147e-30 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.68040886e-09 6.79583147e-30 9.99970001e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.64587772e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.68040886e-09 1.64587772e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99975445e-03]"
1786901312.0321984,-2.4384565898947086e-21,-6.413767964968465e-53,0.0,"[ 9.99950342e-03 -5.97471621e-30  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.49628070e-09 -5.97471621e-30  9.99950002e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.43834681e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.49628070e-09 -2.43834681e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99957104e-03]"
1786901312.07267,-3.583627522879317e-21,-9.98960274974392e-53,0.0,"[ 9.99940403e-03 -9.97833379e-30  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.10705887e-09 -9.97833379e-30  9.99940004e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.58343278e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.10705887e-09 -3.58343278e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99948345e-03]"
1786901312.1249394,-6.618031800416247e-21,-2.4840725644841377e-52,0.0,"[ 9.99930468e-03 -2.24403187e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.76155538e-09 -2.24403187e-29  9.99930005e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.61761415e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.76155538e-09 -6.61761415e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99939676e-03]"
1786901312.1756203,-1.419186483825191e-20,-1.367060298110565e-51,0.0,"[ 9.99910533e-03 -5.94352997e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.39724896e-09 -5.94352997e-29  9.99910008e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.41907084e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.39724896e-09 -1.41907084e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99920970e-03]"
1786901312.2234235,-2.062818915353546e-20,-4.902529021679592e-51,0.0,"[ 9.99890612e-03 -9.49639274e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  6.17903927e-09 -9.49639274e-29  9.99890012e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.06261132e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.17903927e-09 -2.06261132e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99902562e-03]"
1786901312.288323,-2.062818915353546e-20,-4.902529021679592e-51,0.0,"[ 9.99890612e-03 -9.49639274e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  6.17903927e-09 -9.49639274e-29  9.99890012e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.06261132e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.17903927e-09 -2.06261132e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99902562e-03]"
1786901312.3249226,-2.0838373425302935e-20,-8.91322469938457e-51,0.0,"[ 9.99870776e-03 -9.62670949e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.81526419e-09 -9.62670949e-29  9.99870017e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.08358603e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.81526419e-09 -2.08358603e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99885890e-03]"
1786901312.374161,-1.414942521036042e-20,-1.0909555597151483e-50,0.0,"[ 9.99850901e-03 -4.15493338e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  9.03882880e-09 -4.15493338e-29  9.99850022e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.41473875e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  9.03882880e-09 -1.41473875e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99868381e-03]"
