time,x,y,yaw,cov_prop,K_gain,innovation
1786944969.7686296,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944969.819009,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944969.8679314,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944969.9179182,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944969.9673953,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944970.0182095,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944970.067554,0.0,0.0,0.0,"[9.99501196e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.73733211e-09 0.00000000e+00 9.99500250e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.73733211e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99520027e-03]","[[9.99501196e-06 0.00000000e+00 9.73733211e-12]
 [0.00000000e+00 9.99500250e-06 0.00000000e+00]
 [9.73733211e-12 0.00000000e+00 9.99520027e-06]]",[0. 0. 0.]
1786944970.1199198,0.0,0.0,0.0,"[9.99485462e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.34374027e-08 0.00000000e+00 9.99480270e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.34374027e-08 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99588804e-03]","[[9.99485462e-06 0.00000000e+00 5.34374027e-11]
 [0.00000000e+00 9.99480270e-06 0.00000000e+00]
 [5.34374027e-11 0.00000000e+00 9.99588804e-06]]",[0. 0. 0.]
1786944970.1676788,2.261474858608675e-21,-2.9617992739857943e-52,0.0,"[9.99455521e-03 1.21136860e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.37118088e-08 1.21136860e-28 9.99450302e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.26047777e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.37118088e-08 2.26047777e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99559393e-03]","[[9.99455521e-06 1.21136860e-31 5.37118088e-11]
 [1.21136860e-31 9.99450302e-06 2.26047777e-26]
 [5.37118088e-11 2.26047777e-26 9.99559393e-06]]",[-2.26149746e-21  2.22294489e-53  0.00000000e+00]
1786944970.2181585,8.205960358478733e-21,-4.797051764572999e-51,0.0,"[9.99425601e-03 4.42059072e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.41856654e-08 4.42059072e-28 9.99420336e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.20210150e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.41856654e-08 8.20210150e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99530390e-03]","[[9.99425601e-06 4.42059072e-31 5.41856654e-11]
 [4.42059072e-31 9.99420336e-06 8.20210150e-26]
 [5.41856654e-11 8.20210150e-26 9.99530390e-06]]",[-8.20604237e-21  1.16950798e-51  0.00000000e+00]
1786944970.2672632,5.137972724724215e-21,-1.2705412068035617e-50,0.0,"[9.99405654e-03 2.74725901e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.44880383e-08 2.74725901e-28 9.99400360e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.13544977e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.44880383e-08 5.13544977e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99511027e-03]","[[9.99405654e-06 2.74725901e-31 5.44880383e-11]
 [2.74725901e-31 9.99400360e-06 5.13544977e-26]
 [5.44880383e-11 5.13544977e-26 9.99511027e-06]]",[-5.13802407e-21  1.12939766e-50  0.00000000e+00]
1786944970.3173656,6.852185290500255e-21,-2.024715546603689e-50,0.0,"[9.99375735e-03 3.68118105e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.49450880e-08 3.68118105e-28 9.99370397e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.84861880e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.49450880e-08 6.84861880e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99481992e-03]","[[9.99375735e-06 3.68118105e-31 5.49450880e-11]
 [3.68118105e-31 9.99370397e-06 6.84861880e-26]
 [5.49450880e-11 6.84861880e-26 9.99481992e-06]]",[-6.85225377e-21  1.77248939e-50  0.00000000e+00]
1786944970.3678033,5.2845632336402255e-21,-2.256055680797186e-50,0.0,"[9.99355790e-03 2.82171385e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.52474940e-08 2.82171385e-28 9.99350422e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.28170360e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.52474940e-08 5.28170360e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99462632e-03]","[[9.99355790e-06 2.82171385e-31 5.52474940e-11]
 [2.82171385e-31 9.99350422e-06 5.28170360e-26]
 [5.52474940e-11 5.28170360e-26 9.99462632e-06]]",[-5.28461605e-21  2.10695999e-50  0.00000000e+00]
1786944970.4176292,3.994597878658389e-21,-2.504122509406902e-50,0.0,"[9.99325877e-03 2.10907791e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.57338442e-08 2.10907791e-28 9.99320462e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.99231176e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.57338442e-08 3.99231176e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99433660e-03]","[[9.99325877e-06 2.10907791e-31 5.57338442e-11]
 [2.10907791e-31 9.99320462e-06 3.99231176e-26]
 [5.57338442e-11 3.99231176e-26 9.99433660e-06]]",[-3.99463780e-21  2.41989667e-50  0.00000000e+00]
1786944970.4676282,2.814248385320844e-21,-2.8145614888196506e-50,0.0,"[9.99305933e-03 1.44514651e-28 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.60243064e-08 1.44514651e-28 9.99300490e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.81257331e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.60243064e-08 2.81257331e-23
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99414277e-03]","[[9.99305933e-06 1.44514651e-31 5.60243064e-11]
 [1.44514651e-31 9.99300490e-06 2.81257331e-26]
 [5.60243064e-11 2.81257331e-26 9.99414277e-06]]",[-2.81427651e-21  2.77391879e-50  0.00000000e+00]
1786944970.5206761,-1.4913787999729793e-21,-2.8308023829929445e-50,0.0,"[ 9.99276020e-03 -9.72746869e-29  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.64764851e-08 -9.72746869e-29  9.99270533e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.49048845e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.64764851e-08 -1.49048845e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99385239e-03]","[[ 9.99276020e-06 -9.72746869e-32  5.64764851e-11]
 [-9.72746869e-32  9.99270533e-06 -1.49048845e-26]
 [ 5.64764851e-11 -1.49048845e-26  9.99385239e-06]]",[1.49139370e-21 2.81632304e-50 0.00000000e+00]
1786944970.567426,-9.251167076396842e-21,-3.3852880824600803e-50,0.0,"[ 9.99256082e-03 -5.36576970e-28  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.68107269e-08 -5.36576970e-28  9.99250562e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.24532371e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.68107269e-08 -9.24532371e-23
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99365947e-03]","[[ 9.99256082e-06 -5.36576970e-31  5.68107269e-11]
 [-5.36576970e-31  9.99250562e-06 -9.24532371e-26]
 [ 5.68107269e-11 -9.24532371e-26  9.99365947e-06]]",[9.25125952e-21 2.88891567e-50 0.00000000e+00]
1786944970.6177354,-1.5173658765524398e-20,-5.916067598354244e-50,0.0,"[ 9.99226170e-03 -8.74457087e-28  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.72466798e-08 -8.74457087e-28  9.99220608e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.51636086e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.72466798e-08 -1.51636086e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99336878e-03]","[[ 9.99226170e-06 -8.74457087e-31  5.72466798e-11]
 [-8.74457087e-31  9.99220608e-06 -1.51636086e-25]
 [ 5.72466798e-11 -1.51636086e-25  9.99336878e-06]]",[1.51738104e-20 4.58922885e-50 0.00000000e+00]
1786944970.6673715,-1.494519260859709e-20,-7.203341816400278e-50,0.0,"[ 9.99216208e-03 -8.61360909e-28  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.74762975e-08 -8.61360909e-28  9.99210624e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.49351447e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.74762975e-08 -1.49351447e-22
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99327360e-03]","[[ 9.99216208e-06 -8.61360909e-31  5.74762975e-11]
 [-8.61360909e-31  9.99210624e-06 -1.49351447e-25]
 [ 5.74762975e-11 -1.49351447e-25  9.99327360e-06]]",[1.49453419e-20 5.91606760e-50 0.00000000e+00]
