time,x,y,yaw,cov_prop,K_gain,innovation
1786944969.2676508,0.0,0.0,0.0,"[9.99750619e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.73091863e-09 0.00000000e+00 9.99750062e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.73091863e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99761702e-03]","[[9.99750619e-06 0.00000000e+00 5.73091863e-12]
 [0.00000000e+00 9.99750062e-06 0.00000000e+00]
 [5.73091863e-12 0.00000000e+00 9.99761702e-06]]",[0. 0. 0.]
1786944969.3249054,0.0,0.0,0.0,"[9.99730650e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.93908575e-09 0.00000000e+00 9.99730073e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.93908575e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99742135e-03]","[[9.99730650e-06 0.00000000e+00 5.93908575e-12]
 [0.00000000e+00 9.99730073e-06 0.00000000e+00]
 [5.93908575e-12 0.00000000e+00 9.99742135e-06]]",[0. 0. 0.]
1786944969.3680696,0.0,0.0,0.0,"[9.99700726e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.54360192e-09 0.00000000e+00 9.99700090e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 6.54360192e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99713380e-03]","[[9.99700726e-06 0.00000000e+00 6.54360192e-12]
 [0.00000000e+00 9.99700090e-06 0.00000000e+00]
 [6.54360192e-12 0.00000000e+00 9.99713380e-06]]",[0. 0. 0.]
1786944969.4171476,0.0,0.0,0.0,"[9.99670789e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.99893277e-09 0.00000000e+00 9.99670109e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 6.99893277e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99684324e-03]","[[9.99670789e-06 0.00000000e+00 6.99893277e-12]
 [0.00000000e+00 9.99670109e-06 0.00000000e+00]
 [6.99893277e-12 0.00000000e+00 9.99684324e-06]]",[0. 0. 0.]
1786944969.467205,0.0,0.0,0.0,"[9.99650834e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.32144790e-09 0.00000000e+00 9.99650122e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 7.32144790e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99664993e-03]","[[9.99650834e-06 0.00000000e+00 7.32144790e-12]
 [0.00000000e+00 9.99650122e-06 0.00000000e+00]
 [7.32144790e-12 0.00000000e+00 9.99664993e-06]]",[0. 0. 0.]
1786944969.516929,0.0,0.0,0.0,"[9.99620908e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.85906952e-09 0.00000000e+00 9.99620144e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 7.85906952e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99636106e-03]","[[9.99620908e-06 0.00000000e+00 7.85906952e-12]
 [0.00000000e+00 9.99620144e-06 0.00000000e+00]
 [7.85906952e-12 0.00000000e+00 9.99636106e-06]]",[0. 0. 0.]
1786944969.5676603,0.0,0.0,0.0,"[9.99600952e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.15300900e-09 0.00000000e+00 9.99600160e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.15300900e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99616719e-03]","[[9.99600952e-06 0.00000000e+00 8.15300900e-12]
 [0.00000000e+00 9.99600160e-06 0.00000000e+00]
 [8.15300900e-12 0.00000000e+00 9.99616719e-06]]",[0. 0. 0.]
1786944969.6174133,0.0,0.0,0.0,"[9.99571022e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.62046876e-09 0.00000000e+00 9.99570185e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.62046876e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99587693e-03]","[[9.99571022e-06 0.00000000e+00 8.62046876e-12]
 [0.00000000e+00 9.99570185e-06 0.00000000e+00]
 [8.62046876e-12 0.00000000e+00 9.99587693e-06]]",[0. 0. 0.]
1786944969.6690693,0.0,0.0,0.0,"[9.99551071e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.94357061e-09 0.00000000e+00 9.99550202e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.94357061e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99568367e-03]","[[9.99551071e-06 0.00000000e+00 8.94357061e-12]
 [0.00000000e+00 9.99550202e-06 0.00000000e+00]
 [8.94357061e-12 0.00000000e+00 9.99568367e-06]]",[0. 0. 0.]
1786944969.7172647,0.0,0.0,0.0,"[9.99531122e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.27438477e-09 0.00000000e+00 9.99530221e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.27438477e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99549057e-03]","[[9.99531122e-06 0.00000000e+00 9.27438477e-12]
 [0.00000000e+00 9.99530221e-06 0.00000000e+00]
 [9.27438477e-12 0.00000000e+00 9.99549057e-06]]",[0. 0. 0.]
