time,x,y,yaw,cov_prop
1786943025.9693456,0.0,0.0,0.0,"[9.99990103e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.06075389e-09 0.00000000e+00 9.99990000e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.06075389e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99992155e-03]"
1786943026.0122333,0.0,0.0,0.0,"[9.99970185e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.89686644e-09 0.00000000e+00 9.99970001e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.89686644e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99973854e-03]"
1786943026.0846732,0.0,0.0,0.0,"[9.99970185e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.89686644e-09 0.00000000e+00 9.99970001e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.89686644e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99973854e-03]"
1786943026.1562078,0.0,0.0,0.0,"[9.99960434e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.44884222e-09 0.00000000e+00 9.99960002e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.44884222e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99969037e-03]"
1786943026.162029,0.0,0.0,0.0,"[9.99960434e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.44884222e-09 0.00000000e+00 9.99960002e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.44884222e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99969037e-03]"
1786943026.217287,0.0,0.0,0.0,"[9.99940670e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.85355417e-09 0.00000000e+00 9.99940004e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 6.85355417e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99953923e-03]"
1786943026.2720537,0.0,0.0,0.0,"[9.99920781e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.97695644e-09 0.00000000e+00 9.99920006e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 7.97695644e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99936208e-03]"
1786943026.3194802,0.0,0.0,0.0,"[9.99900865e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.80181595e-09 0.00000000e+00 9.99900010e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.80181595e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99917887e-03]"
1786943026.36297,0.0,0.0,0.0,"[9.99890905e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.18806639e-09 0.00000000e+00 9.99890012e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.18806639e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99908673e-03]"
1786943026.4119008,0.0,0.0,0.0,"[9.99870981e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.91732112e-09 0.00000000e+00 9.99870017e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.91732112e-09 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99890159e-03]"
