time,x,y,yaw,cov_prop,K_gain,innovation,v_ekf,omega_ekf
1786955628.9444387,1.225975692297605e-15,-2.230894335751971e-20,-0.00011179427356111661,"[ 9.99840265e-03 -6.78175823e-14  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.46638459e-09 -6.78175823e-14  9.99840026e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.97966421e-14
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.46638459e-09 -6.97966421e-14
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99845035e-03]","[[ 9.99840265e-06 -6.78175823e-17  2.46638459e-12]
 [-6.78175823e-17  9.99840026e-06 -6.97966421e-17]
 [ 2.46638459e-12 -6.97966421e-17  9.99845035e-06]]",[-9.50254763e-16  1.45061455e-20  1.11795391e-04],0.0,0.0
1786955628.9942245,2.6404821410091526e-15,-8.142708845323965e-20,-0.000310532951004916,"[ 9.99820310e-03 -1.29953887e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.85320951e-09 -1.29953887e-13  9.99820032e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.33746216e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.85320951e-09 -1.33746216e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99825827e-03]","[[ 9.99830284e-06 -8.47901837e-17  2.62259814e-12]
 [-8.47901837e-17  9.99830029e-06 -8.72645399e-17]
 [ 2.62259814e-12 -8.72645399e-17  9.99835356e-06]]",[-1.22597569e-15  2.23089434e-20  2.01522228e-04],0.0,0.0
1786955629.0472803,4.580032861233608e-15,-2.385499440201313e-19,-0.00028808562647197894,"[ 9.99800385e-03 -3.34977983e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.54644313e-09 -3.34977983e-13  9.99800040e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.44753356e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.54644313e-09 -3.44753356e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99807243e-03]","[[ 9.99800385e-06 -3.34977983e-16  3.54644313e-12]
 [-3.34977983e-16  9.99800040e-06 -3.44753356e-16]
 [ 3.54644313e-12 -3.44753356e-16  9.99807243e-06]]",[-3.55837893e-15  1.39231857e-19  2.88088507e-04],0.0,0.0
1786955629.099144,6.371593126261681e-15,-4.337218082358356e-19,-0.00021187754109153195,"[ 9.99780435e-03 -4.45936182e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.97394358e-09 -4.45936182e-13  9.99780048e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.58949552e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.97394358e-09 -4.58949552e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99788120e-03]","[[ 9.99780435e-06 -4.45936182e-16  3.97394358e-12]
 [-4.45936182e-16  9.99780048e-06 -4.58949552e-16]
 [ 3.97394358e-12 -4.58949552e-16  9.99788120e-06]]",[-5.52965060e-15  3.36483098e-19  2.11879659e-04],0.0,0.0
1786955629.145073,8.548909492966928e-15,-7.021785001387588e-19,-0.00015397169293418497,"[ 9.99750494e-03 -5.37442281e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.44614755e-09 -5.37442281e-13  9.99750062e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.53125994e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.44614755e-09 -5.53125994e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99759093e-03]","[[ 9.99750494e-06 -5.37442281e-16  4.44614755e-12]
 [-5.37442281e-16  9.99750062e-06 -5.53125994e-16]
 [ 4.44614755e-12 -5.53125994e-16  9.99759093e-06]]",[-7.86440041e-15  6.17018072e-19  1.53973232e-04],0.0,0.0
1786955629.218467,9.015623581888045e-15,-7.606104520389754e-19,-1.464912138349206e-05,"[ 9.99730537e-03 -5.74894445e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.77224803e-09 -5.74894445e-13  9.99730073e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.91671090e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.77224803e-09 -5.91671090e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99739766e-03]","[[ 9.99730537e-06 -5.74894445e-16  4.77224803e-12]
 [-5.74894445e-16  9.99730073e-06 -5.91671090e-16]
 [ 4.77224803e-12 -5.91671090e-16  9.99739766e-06]]",[-8.94580308e-15  7.51950421e-19  1.46492678e-05],0.0,0.0
1786955629.2562408,7.786067960834656e-15,-6.3444646101547455e-19,0.00010991277439043044,"[ 9.99710660e-03 -5.89851398e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.92857925e-09 -5.89851398e-13  9.99710084e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.07064519e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.92857925e-09 -6.07064519e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99722125e-03]","[[ 9.99710660e-06 -5.89851398e-16  5.92857925e-12]
 [-5.89851398e-16  9.99710084e-06 -6.07064519e-16]
 [ 5.92857925e-12 -6.07064519e-16  9.99722125e-06]]",[-8.43778542e-15  7.01178283e-19 -1.09913873e-04],0.0,0.0
1786955629.3058977,6.483615696555104e-15,-5.156905979004093e-19,0.0001028069902870854,"[ 9.99690708e-03 -5.50551599e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  6.29944136e-09 -5.50551599e-13  9.99690096e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.66617869e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.29944136e-09 -5.66617869e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99702891e-03]","[[ 9.99690708e-06 -5.50551599e-16  6.29944136e-12]
 [-5.50551599e-16  9.99690096e-06 -5.66617869e-16]
 [ 6.29944136e-12 -5.66617869e-16  9.99702891e-06]]",[-7.13132007e-15  5.73949196e-19 -1.02808018e-04],0.0,0.0
1786955629.348398,5.3538840399786804e-15,-4.3096346682995717e-19,6.715655124445163e-05,"[ 9.99670807e-03 -4.64564848e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.18687184e-09 -4.64564848e-13  9.99670109e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.78121843e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.18687184e-09 -4.78121843e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99684706e-03]","[[ 9.99680743e-06 -5.21042361e-16  6.59461685e-12]
 [-5.21042361e-16  9.99680102e-06 -5.36247489e-16]
 [ 6.59461685e-12 -5.36247489e-16  9.99693496e-06]]",[-6.48361570e-15  5.15690598e-19 -9.81039774e-05],0.0,0.0
1786955629.3950098,5.633002932247868e-15,-4.487918722675078e-19,-4.73234656088728e-05,"[ 9.99650837e-03 -4.58132062e-13  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.35690409e-09 -4.58132062e-13  9.99650122e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.71501335e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.35690409e-09 -4.71501335e-13
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99665065e-03]","[[ 9.99650837e-06 -4.58132062e-16  7.35690409e-12]
 [-4.58132062e-16  9.99650122e-06 -4.71501335e-16]
 [ 7.35690409e-12 -4.71501335e-16  9.99665065e-06]]",[-5.28489808e-15  4.26482835e-19  4.73239387e-05],0.0,0.0
