time,x,y,yaw,cov_prop,K_gain,innovation,v_ekf,omega_ekf
1787212449.5097265,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.5626414,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.627472,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.6975348,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.7492003,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.7617815,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.8562229,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.8641255,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.913717,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
1787212449.9645731,0.4516284062690189,-0.9666252947198645,0.17976494981437877,"[ 2.77274064e-05 -3.80102036e-06  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -3.05956139e-06 -3.80102036e-06  2.02445889e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.05956139e-06  4.23721497e-06
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.69564869e-06]","[[-0.00069812  0.00579169]
 [ 0.00013007 -0.01484709]]",[],0.0,0.0
