time,x,y,yaw,cov_prop,K_gain,innovation
1786946998.33726,9.600690742438525e-09,-2.2140170742385044e-21,-4.605205106145149e-13,"[ 9.79460500e-03 -1.75727875e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.92771001e-07 -1.75727875e-19  9.79422337e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.94336204e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.92771001e-07 -1.94336204e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80220072e-03]","[[ 9.79460500e-06 -1.75727875e-22  3.92771001e-10]
 [-1.75727875e-22  9.79422337e-06 -1.94336204e-22]
 [ 3.92771001e-10 -1.94336204e-22  9.80220072e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.390384,9.60069074427717e-09,-2.214017074661766e-21,-4.605205106145149e-13,"[ 9.79441345e-03 -1.75862358e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.93071533e-07 -1.75862358e-19  9.79403152e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.94537883e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.93071533e-07 -1.94537883e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80201497e-03]","[[ 9.79441345e-06 -1.75862358e-22  3.93071533e-10]
 [-1.75862358e-22  9.79403152e-06 -1.94537883e-22]
 [ 3.93071533e-10 -1.94537883e-22  9.80201497e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.4556863,9.600690747035798e-09,-2.2140170752969906e-21,-4.605205106145149e-13,"[ 9.79412611e-03 -1.76059076e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.93511153e-07 -1.76059076e-19  9.79374376e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.94739475e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.93511153e-07 -1.94739475e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80173614e-03]","[[ 9.79412611e-06 -1.76059076e-22  3.93511153e-10]
 [-1.76059076e-22  9.79374376e-06 -1.94739475e-22]
 [ 3.93511153e-10 -1.94739475e-22  9.80173614e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.4881864,9.600690747953058e-09,-2.214017075507692e-21,-4.605205106145149e-13,"[ 9.79403043e-03 -1.76165297e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.93748531e-07 -1.76165297e-19  9.79364784e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.94870065e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.93748531e-07 -1.94870065e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80164504e-03]","[[ 9.79403043e-06 -1.76165297e-22  3.93748531e-10]
 [-1.76165297e-22  9.79364784e-06 -1.94870065e-22]
 [ 3.93748531e-10 -1.94870065e-22  9.80164504e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.5394976,9.600690751631069e-09,-2.214017076354661e-21,-4.605205106145149e-13,"[ 9.79364734e-03 -1.76424429e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.94327624e-07 -1.76424429e-19  9.79326419e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.95208127e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.94327624e-07 -1.95208127e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80127316e-03]","[[ 9.79364734e-06 -1.76424429e-22  3.94327624e-10]
 [-1.76424429e-22  9.79326419e-06 -1.95208127e-22]
 [ 3.94327624e-10 -1.95208127e-22  9.80127316e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.5936286,9.600690753467802e-09,-2.2140170767771242e-21,-4.605205106145149e-13,"[ 9.79345592e-03 -1.76604622e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.94730320e-07 -1.76604622e-19  9.79307238e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.95335107e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.94730320e-07 -1.95335107e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80108953e-03]","[[ 9.79345592e-06 -1.76604622e-22  3.94730320e-10]
 [-1.76604622e-22  9.79307238e-06 -1.95335107e-22]
 [ 3.94730320e-10 -1.95335107e-22  9.80108953e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.6383755,9.600690755306985e-09,-2.2140170772007302e-21,-4.605205106145149e-13,"[ 9.79326433e-03 -1.76701625e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.94947096e-07 -1.76701625e-19  9.79288058e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.95435832e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.94947096e-07 -1.95435832e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80090212e-03]","[[ 9.79326433e-06 -1.76701625e-22  3.94947096e-10]
 [-1.76701625e-22  9.79288058e-06 -1.95435832e-22]
 [ 3.94947096e-10 -1.95435832e-22  9.80090212e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.7034478,9.600690757140752e-09,-2.2140170776218596e-21,-4.605205106145149e-13,"[ 9.79307332e-03 -1.77067977e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.95765820e-07 -1.77067977e-19  9.79268878e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.95825142e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.95765820e-07 -1.95825142e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80072696e-03]","[[ 9.79307332e-06 -1.77067977e-22  3.95765820e-10]
 [-1.77067977e-22  9.79268878e-06 -1.95825142e-22]
 [ 3.95765820e-10 -1.95825142e-22  9.80072696e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.736941,9.600690759897475e-09,-2.214017078256383e-21,-4.605205106145149e-13,"[ 9.79278610e-03 -1.77279760e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.96239104e-07 -1.77279760e-19  9.79240110e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.96066574e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.96239104e-07 -1.96066574e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80044889e-03]","[[ 9.79278610e-06 -1.77279760e-22  3.96239104e-10]
 [-1.77279760e-22  9.79240110e-06 -1.96066574e-22]
 [ 3.96239104e-10 -1.96066574e-22  9.80044889e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.7891228,9.600690761733384e-09,-2.214017078678539e-21,-4.605205106145149e-13,"[ 9.79259473e-03 -1.77464683e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.96652363e-07 -1.77464683e-19  9.79220932e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.96270800e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.96652363e-07 -1.96270800e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80026550e-03]","[[ 9.79259473e-06 -1.77464683e-22  3.96652363e-10]
 [-1.77464683e-22  9.79220932e-06 -1.96270800e-22]
 [ 3.96652363e-10 -1.96270800e-22  9.80026550e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.8383906,9.60069076449146e-09,-2.214017079313745e-21,-4.605205106145149e-13,"[ 9.79230743e-03 -1.77628934e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.97019422e-07 -1.77628934e-19  9.79192166e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.96451392e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.97019422e-07 -1.96451392e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79998530e-03]","[[ 9.79230743e-06 -1.77628934e-22  3.97019422e-10]
 [-1.77628934e-22  9.79192166e-06 -1.96451392e-22]
 [ 3.97019422e-10 -1.96451392e-22  9.79998530e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.8870213,9.600690766329398e-09,-2.2140170797368775e-21,-4.605205106145149e-13,"[ 9.79211600e-03 -1.77782464e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.97362529e-07 -1.77782464e-19  9.79172990e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.96578761e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.97362529e-07 -1.96578761e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79980051e-03]","[[ 9.79211600e-06 -1.77782464e-22  3.97362529e-10]
 [-1.77782464e-22  9.79172990e-06 -1.96578761e-22]
 [ 3.97362529e-10 -1.96578761e-22  9.79980051e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.9378324,9.600690769086282e-09,-2.2140170803715986e-21,-4.605205106145149e-13,"[ 9.79182876e-03 -1.77959262e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.97757629e-07 -1.77959262e-19  9.79144228e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.96778336e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.97757629e-07 -1.96778336e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79952091e-03]","[[ 9.79192453e-06 -1.77909295e-22  3.97645966e-10]
 [-1.77909295e-22  9.79153815e-06 -1.96726073e-22]
 [ 3.97645966e-10 -1.96726073e-22  9.79961452e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946998.9897795,9.600690770922259e-09,-2.2140170807938693e-21,-4.605205106145149e-13,"[ 9.79163737e-03 -1.78119259e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.98115177e-07 -1.78119259e-19  9.79125054e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.97029733e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.98115177e-07 -1.97029733e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79933643e-03]","[[ 9.79163737e-06 -1.78119259e-22  3.98115177e-10]
 [-1.78119259e-22  9.79125054e-06 -1.97029733e-22]
 [ 3.98115177e-10 -1.97029733e-22  9.79933643e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.0421429,9.600690771840049e-09,-2.2140170810049196e-21,-4.605205106145149e-13,"[ 9.79154177e-03 -1.78244724e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.98395568e-07 -1.78244724e-19  9.79115467e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.97121856e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.98395568e-07 -1.97121856e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79924626e-03]","[[ 9.79154177e-06 -1.78244724e-22  3.98395568e-10]
 [-1.78244724e-22  9.79115467e-06 -1.97121856e-22]
 [ 3.98395568e-10 -1.97121856e-22  9.79924626e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.0888612,9.600690774592708e-09,-2.214017081637772e-21,-4.605205106145149e-13,"[ 9.79125502e-03 -1.78629406e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.99255247e-07 -1.78629406e-19  9.79086708e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.97578840e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.99255247e-07 -1.97578840e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79897613e-03]","[[ 9.79125502e-06 -1.78629406e-22  3.99255247e-10]
 [-1.78629406e-22  9.79086708e-06 -1.97578840e-22]
 [ 3.99255247e-10 -1.97578840e-22  9.79897613e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.143475,9.600690777349098e-09,-2.2140170822723767e-21,-4.605205106145149e-13,"[ 9.79096784e-03 -1.78811399e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.99661964e-07 -1.78811399e-19  9.79057950e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.97689581e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.99661964e-07 -1.97689581e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79869681e-03]","[[ 9.79096784e-06 -1.78811399e-22  3.99661964e-10]
 [-1.78811399e-22  9.79057950e-06 -1.97689581e-22]
 [ 3.99661964e-10 -1.97689581e-22  9.79869681e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.1930811,9.600690778268174e-09,-2.214017082484049e-21,-4.605205106145149e-13,"[ 9.79087213e-03 -1.78880012e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.99815300e-07 -1.78880012e-19  9.79048365e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.97753656e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.99815300e-07 -1.97753656e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79860407e-03]","[[ 9.79087213e-06 -1.78880012e-22  3.99815300e-10]
 [-1.78880012e-22  9.79048365e-06 -1.97753656e-22]
 [ 3.99815300e-10 -1.97753656e-22  9.79860407e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.2402678,9.600690780096752e-09,-2.2140170829029958e-21,-4.605205106145149e-13,"[ 9.79068167e-03 -1.79452022e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.01093634e-07 -1.79452022e-19  9.79029195e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.98324814e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.01093634e-07 -1.98324814e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79843833e-03]","[[ 9.79068167e-06 -1.79452022e-22  4.01093634e-10]
 [-1.79452022e-22  9.79029195e-06 -1.98324814e-22]
 [ 4.01093634e-10 -1.98324814e-22  9.79843833e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.288943,9.600690781932842e-09,-2.214017083325419e-21,-4.605205106145149e-13,"[ 9.79049031e-03 -1.79607040e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.01440058e-07 -1.79607040e-19  9.79010025e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.98548284e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.01440058e-07 -1.98548284e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79825367e-03]","[[ 9.79049031e-06 -1.79607040e-22  4.01440058e-10]
 [-1.79607040e-22  9.79010025e-06 -1.98548284e-22]
 [ 4.01440058e-10 -1.98548284e-22  9.79825367e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.353099,9.600690784688478e-09,-2.214017083959775e-21,-4.605205106145149e-13,"[ 9.79020316e-03 -1.79782409e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.01831957e-07 -1.79782409e-19  9.78981272e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.98797530e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.01831957e-07 -1.98797530e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79797410e-03]","[[ 9.79020316e-06 -1.79782409e-22  4.01831957e-10]
 [-1.79782409e-22  9.78981272e-06 -1.98797530e-22]
 [ 4.01831957e-10 -1.98797530e-22  9.79797410e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.4066474,9.600690785607445e-09,-2.214017084171429e-21,-4.605205106145149e-13,"[ 9.79010744e-03 -1.79838481e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.01957262e-07 -1.79838481e-19  9.78971688e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.98876452e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.01957262e-07 -1.98876452e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79788081e-03]","[[ 9.79010744e-06 -1.79838481e-22  4.01957262e-10]
 [-1.79838481e-22  9.78971688e-06 -1.98876452e-22]
 [ 4.01957262e-10 -1.98876452e-22  9.79788081e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.4481404,9.600690788356037e-09,-2.2140170848025924e-21,-4.605205106145149e-13,"[ 9.78982111e-03 -1.80378804e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.03164777e-07 -1.80378804e-19  9.78942937e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.99447121e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.03164777e-07 -1.99447121e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79761783e-03]","[[ 9.78982111e-06 -1.80378804e-22  4.03164777e-10]
 [-1.80378804e-22  9.78942937e-06 -1.99447121e-22]
 [ 4.03164777e-10 -1.99447121e-22  9.79761783e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.4891336,9.600690790192536e-09,-2.214017085225279e-21,-4.605205106145149e-13,"[ 9.78962975e-03 -1.80516724e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.03472994e-07 -1.80516724e-19  9.78923771e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.99593734e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.03472994e-07 -1.99593734e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79743243e-03]","[[ 9.78962975e-06 -1.80516724e-22  4.03472994e-10]
 [-1.80516724e-22  9.78923771e-06 -1.99593734e-22]
 [ 4.03472994e-10 -1.99593734e-22  9.79743243e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.5395355,9.600690792028411e-09,-2.214017085647694e-21,-4.605205106145149e-13,"[ 9.78943848e-03 -1.80693554e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.03868172e-07 -1.80693554e-19  9.78904606e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.99758753e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.03868172e-07 -1.99758753e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79724880e-03]","[[ 9.78943848e-06 -1.80693554e-22  4.03868172e-10]
 [-1.80693554e-22  9.78904606e-06 -1.99758753e-22]
 [ 4.03868172e-10 -1.99758753e-22  9.79724880e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.5868354,9.600690792945607e-09,-2.2140170858585666e-21,-4.605205106145149e-13,"[ 9.78934294e-03 -1.80827554e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.04167635e-07 -1.80827554e-19  9.78895023e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.99876485e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.04167635e-07 -1.99876485e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79715905e-03]","[[ 9.78934294e-06 -1.80827554e-22  4.04167635e-10]
 [-1.80827554e-22  9.78895023e-06 -1.99876485e-22]
 [ 4.04167635e-10 -1.99876485e-22  9.79715905e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
1786946999.6389403,9.600690796614773e-09,-2.21401708670227e-21,-4.605205106145149e-13,"[ 9.78896069e-03 -1.81300022e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.05223503e-07 -1.81300022e-19  9.78856695e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.00339357e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.05223503e-07 -2.00339357e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.79679722e-03]","[[ 9.78905634e-06 -1.81221136e-22  4.05047215e-10]
 [-1.81221136e-22  9.78866277e-06 -2.00233386e-22]
 [ 4.05047215e-10 -2.00233386e-22  9.79688946e-06]]",[-9.60078478e-09  2.21403876e-21  4.60520511e-13]
