time,x,y,yaw,cov_prop
1786901016.4191363,1.4224305150648833e-13,-1.0149179172504497e-26,-1.887379141862766e-13,"[ 9.99857495e-03 -3.91764824e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.69046080e-08 -3.91764824e-21  9.99850022e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.42224740e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.69046080e-08  1.42224740e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000622e-02]"
1786901016.4695048,1.4562320721081905e-13,-1.078138729080923e-26,-1.9451107391432743e-13,"[ 9.99837564e-03 -3.77948566e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.75539283e-08 -3.77948566e-21  9.99830029e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.45601992e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.75539283e-08  1.45601992e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99987544e-03]"
1786901016.5230029,1.4462252949759211e-13,-1.0586638537832218e-26,-1.9451107391432743e-13,"[ 9.99827606e-03 -3.93099378e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.79438052e-08 -3.93099378e-21  9.99820032e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.44599873e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.79438052e-08  1.44599873e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99978340e-03]"
1786901016.604151,1.435391446611054e-13,-1.0375804442819335e-26,-1.9451107391432743e-13,"[ 9.99817654e-03 -4.10211660e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.84013007e-08 -4.10211660e-21  9.99810036e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.43515068e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.84013007e-08  1.43515068e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99969273e-03]"
1786901016.628516,1.4088117254397722e-13,-9.858700856733381e-27,-1.9451107391432743e-13,"[ 9.99807927e-03 -4.83355416e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.11676856e-08 -4.83355416e-21  9.99800040e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.40855715e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.11676856e-08  1.40855715e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99964895e-03]"
1786901016.6707869,1.3923334780363253e-13,-9.537987857039334e-27,-1.9451107391432743e-13,"[ 9.99787991e-03 -5.07745586e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.17475973e-08 -5.07745586e-21  9.99780048e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.39205153e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.17475973e-08  1.39205153e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99946081e-03]"
1786901016.7225058,1.382764602688228e-13,-9.351769131819562e-27,-1.9451107391432743e-13,"[ 9.99778030e-03 -5.22326031e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.21040858e-08 -5.22326031e-21  9.99770053e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38246928e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.21040858e-08  1.38246928e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99936810e-03]"
1786901016.76945,1.3625176928668405e-13,-8.957763246925694e-27,-1.9451107391432743e-13,"[ 9.99758118e-03 -5.54129712e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.29029605e-08 -5.54129712e-21  9.99750062e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.36219625e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.29029605e-08  1.36219625e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99918442e-03]"
1786901016.838708,1.350591374177263e-13,-8.725695901053654e-27,-1.9451107391432743e-13,"[ 9.99748177e-03 -5.74530471e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.34581771e-08 -5.74530471e-21  9.99740068e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.35025729e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.34581771e-08  1.35025729e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99909575e-03]"
1786901016.869122,1.331152314550542e-13,-8.347416315068823e-27,-1.9451107391432743e-13,"[ 9.99728263e-03 -6.05556384e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.42370754e-08 -6.05556384e-21  9.99720078e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.33079322e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.42370754e-08  1.33079322e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99891168e-03]"
1786901016.922032,1.3189590088622816e-13,-8.110161933628225e-27,-1.9451107391432743e-13,"[ 9.99718325e-03 -6.26817044e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.48174999e-08 -6.26817044e-21  9.99710084e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.31858795e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.48174999e-08  1.31858795e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99882352e-03]"
1786901017.0177064,1.3097207038216968e-13,-7.930387385452529e-27,-1.9451107391432743e-13,"[ 9.99708364e-03 -6.40950799e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.51497109e-08 -6.40950799e-21  9.99700090e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30933757e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.51497109e-08  1.30933757e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99873033e-03]"
1786901017.018515,1.3097207038216968e-13,-7.930387385452529e-27,-1.9451107391432743e-13,"[ 9.99708364e-03 -6.40950799e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.51497109e-08 -6.40950799e-21  9.99700090e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30933757e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.51497109e-08  1.30933757e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99873033e-03]"
1786901017.1078603,1.2665915183774322e-13,-7.09125945240325e-27,-1.9451107391432743e-13,"[ 9.99678795e-03 -7.58417016e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.93945256e-08 -7.58417016e-21  9.99670109e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.26617497e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.93945256e-08  1.26617497e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99851673e-03]"
1786901017.1186333,1.2665915183774322e-13,-7.09125945240325e-27,-1.9451107391432743e-13,"[ 9.99678795e-03 -7.58417016e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  8.93945256e-08 -7.58417016e-21  9.99670109e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.26617497e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  8.93945256e-08  1.26617497e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99851673e-03]"
1786901017.176751,1.2370810625814486e-13,-6.517048077605599e-27,-1.9451107391432743e-13,"[ 9.99648939e-03 -8.09038077e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  9.06672215e-08 -8.09038077e-21  9.99640130e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.23663153e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  9.06672215e-08  1.23663153e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99824279e-03]"
1786901017.2238538,1.2237459285900583e-13,-6.2576023997396195e-27,-1.9451107391432743e-13,"[ 9.99639014e-03 -8.34251796e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  9.13606334e-08 -8.34251796e-21  9.99630137e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.22328638e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  9.13606334e-08  1.22328638e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99815694e-03]"
1786901021.6712823,1.214982865835468e-13,-6.087090275916568e-27,-1.9451107391432743e-13,"[ 9.99629050e-03 -8.47908388e-21  0.00000000e+00  0.00000000e+00
  0.00000000e+00  9.16586761e-08 -8.47908388e-21  9.99620144e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.21451273e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  9.16586761e-08  1.21451273e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.99806307e-03]"
1786901021.7320445,8.23881435688473e-13,-1.4269930814459276e-25,-1.1239897901305085e-12,"[ 1.00036646e-02 -1.39793963e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78376172e-06 -1.39793963e-18  9.99610152e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.23540389e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78376172e-06  8.23540389e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01541931e-02]"
1786901021.775883,8.315296600958572e-13,-1.5129423192558346e-25,-1.13420384195706e-12,"[ 1.00035654e-02 -1.33937915e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78451883e-06 -1.33937915e-18  9.99600160e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.31298128e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78451883e-06  8.31298128e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01541085e-02]"
1786901021.8307235,8.399745765380868e-13,-1.6089228976447531e-25,-1.1453060722033115e-12,"[ 1.00033658e-02 -1.27421280e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78477076e-06 -1.27421280e-18  9.99580176e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.39856325e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78477076e-06  8.39856325e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01539138e-02]"
1786901021.8688416,8.503720228554689e-13,-1.7283238749246284e-25,-1.1590728377086634e-12,"[ 1.00031665e-02 -1.19416383e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78530161e-06 -1.19416383e-18  9.99560194e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.50396696e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78530161e-06  8.50396696e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01537248e-02]"
1786901021.920421,8.550521218882455e-13,-1.7825511873855692e-25,-1.1652900866465643e-12,"[ 1.00030668e-02 -1.15808913e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78548599e-06 -1.15808913e-18  9.99550202e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.55140145e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78548599e-06  8.55140145e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01536286e-02]"
1786901021.9742486,8.65804202254004e-13,-1.9081723993449484e-25,-1.1795009413617663e-12,"[ 1.00028676e-02 -1.07540844e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78611965e-06 -1.07540844e-18  9.99530221e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.66039972e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78611965e-06  8.66039972e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01534417e-02]"
1786901022.0381098,8.706553416531421e-13,-1.9653713231773954e-25,-1.1857181902996672e-12,"[ 1.00027679e-02 -1.03803479e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78632794e-06 -1.03803479e-18  9.99520230e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.70956789e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78632794e-06  8.70956789e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01533460e-02]"
1786901022.0825443,8.814865392873461e-13,-2.0941023921160213e-25,-1.1999290450148692e-12,"[ 1.00025687e-02 -9.54810399e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  7.78701207e-06 -9.54810399e-19  9.99500250e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.81936312e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  7.78701207e-06  8.81936312e-15
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01531601e-02]"
