x,y
3.189702480453882938e+00,1.210847877768411046e-01
3.193601753955424893e+00,2.928428701391677658e-01
3.170724689003511898e+00,3.765029151177557987e-01
2.981318401526579454e+00,9.400085815499544806e-01
2.892718591956489949e+00,9.978871655800769513e-01
3.035396203943922178e+00,1.138830343049418659e+00
3.030720903691984436e+00,1.230516640319683219e+00
3.630701201759179320e+00,1.588514478519242656e+00
3.621309924727212692e+00,1.701209818070151591e+00
3.619184577232085420e+00,1.819918940435111487e+00
3.604457348088351054e+00,1.934985497803106247e+00
3.603501281286348501e+00,2.060480453907225229e+00
3.532703540763307171e+00,2.278951876550024291e+00
3.123434401161396146e+00,2.390114479715076623e+00
2.930861185091589327e+00,2.369686500509376792e+00
2.768325236464546979e+00,2.363466975286149907e+00
3.004992649980656072e+00,2.707774876974790246e+00
2.837282112996731609e+00,2.697601695246178544e+00
3.426376142723813967e+00,3.436794598536900391e+00
3.201357020747264137e+00,3.387658796221169055e+00
2.183595963766340464e+00,2.438121751212101174e+00
2.048376937638461737e+00,2.414064459608623370e+00
1.919188509258341169e+00,2.388474574710850895e+00
1.797117370591962526e+00,2.363330436266274592e+00
1.679556731291383942e+00,2.335855029449227072e+00
2.554170968024166655e+00,3.985846034029933982e+00
2.133972908939785640e+00,3.534798743791179643e+00
2.246040503176188530e+00,3.955843918199724474e+00
1.853957212905694485e+00,3.478822495145005966e+00
1.734350812218428350e+00,3.475267434434334834e+00
1.445286806792633660e+00,3.888064823889959332e+00
1.325264909160490223e+00,3.879906201096719798e+00
1.208511458609929923e+00,3.873869481187607544e+00
1.092493625221467646e+00,3.862467239948037534e+00
7.605250234324369973e-01,3.842458993003019074e+00
6.529510641507034752e-01,3.834808432614226881e+00
5.449194153596741419e-01,3.814272046991188159e+00
4.398360363106085802e-01,3.802647601053998905e+00
2.441215015703944724e-01,2.754202292140191410e+00
1.710484566391100858e-01,2.770725274356002910e+00
9.450866130005038113e-02,2.706350274246521082e+00
1.995386994584223000e-02,2.445918707243444956e+00
-4.524837200658545638e-02,2.433579391207351783e+00
-1.093231994113037508e-01,2.409521144769812384e+00
-1.728644824359976684e-01,2.393766555612139246e+00
-2.358392019355671776e-01,2.378335629510580418e+00
-2.984886252355155034e-01,2.364232019934138229e+00
-3.588838068854318109e-01,2.337611484547073903e+00
-4.177142479923658946e-01,2.307496464937511593e+00
-4.845947748805568556e-01,2.320950051772705969e+00
-6.649373046222203376e-01,2.506293486131546011e+00
-7.286282704785626008e-01,2.477059734077681874e+00
-7.943109644908690203e-01,2.455734421425179281e+00
-8.607068082508043672e-01,2.436440099022610717e+00
-9.273544839426333120e-01,2.417216288667757507e+00
-9.920562590735771957e-01,2.392472346446428144e+00
-1.061396590093925063e+00,2.377867479414738305e+00
-1.130229432761731045e+00,2.360353990985178729e+00
-1.887274584886309725e+00,3.454025403614302103e+00
-2.008142030895889718e+00,3.452448586191694702e+00
-2.263264046446350264e+00,3.662056713008762454e+00
-2.096882803114895832e+00,2.292712848087392619e+00
-2.135927221201329385e+00,2.213501919555885600e+00
-1.876196548703298106e+00,1.843037467923250627e+00
-1.906522154062744168e+00,1.775161505660252770e+00
-2.002807389298091767e+00,1.767202189197831785e+00
-2.626337188997700078e+00,2.195286457470788211e+00
-2.645689574753829820e+00,2.093848886164940026e+00
-2.642311511588824047e+00,1.978583243558093230e+00
-2.622951945323028333e+00,1.753324815250423274e+00
-2.610538650637335589e+00,1.645747166992475474e+00
-2.028481380869195050e+00,1.204219303774120231e+00
-2.066076223228307640e+00,1.152946112870996354e+00
-2.013779724700526241e+00,1.054144310096994053e+00
-2.137344093557550728e+00,1.046976966290309008e+00
-2.177314564093240534e+00,9.952575256112814461e-01
-2.157140631154187638e+00,9.171045573485357982e-01
-1.952144470586575808e+00,7.092676223795079116e-01
-2.101334460978642849e+00,7.004413616922351427e-01
-2.273361800821625422e+00,6.907979273705356915e-01
-2.477122134070738113e+00,6.809015792555259683e-01
-2.530373474800411859e+00,6.232542002651485502e-01
-2.526597176653731402e+00,5.510921229734844218e-01
-1.945269712498437276e+00,2.632393912626581622e-01
-1.907869562006800246e+00,2.063851915973888840e-01
-2.505755709737054637e+00,2.034306164493640268e-01
-2.504309028522130554e+00,1.360138693838753854e-01
-2.493157778536434499e+00,-6.480804064021054856e-02
-2.485539619222224772e+00,-1.312029337469025336e-01
-2.487122181475175609e+00,-1.981102818760112627e-01
-2.483916931343891132e+00,-2.648777299940074936e-01
-2.478917500077559843e+00,-3.316152379149406859e-01
-2.475085032546830988e+00,-3.987517141743221472e-01
-2.466482661995371473e+00,-4.653635474230186087e-01
-2.464882077772206248e+00,-5.337047115349972115e-01
-2.464295924170606611e+00,-6.030043942610369134e-01
-2.458862229526645571e+00,-6.718613429685977856e-01
-2.451500103557920252e+00,-7.408568018442244218e-01
-2.337790182233193459e+00,-7.753104906596813839e-01
-2.397254572551970497e+00,-1.091387579424229148e+00
-2.302658939719202102e+00,-1.200903911994068318e+00
