x,y
4.177309392414908729e+00,1.980191898719400878e-01
4.173427928580979440e+00,3.110046449754799158e-01
4.174448159347136311e+00,4.247345810204973815e-01
4.170378086647601457e+00,5.384896133893051218e-01
4.161226686006363806e+00,6.520242961082471922e-01
4.152913904680318957e+00,7.661825226335582384e-01
4.152222005565662677e+00,8.826531641425821029e-01
4.138081971336521114e+00,1.116275898516365439e+00
4.141869878960457996e+00,1.238241797041047532e+00
4.137312558838001308e+00,1.359658126177159199e+00
4.132960995279381322e+00,1.483075484207198702e+00
4.134254447109261044e+00,1.610871716999526138e+00
4.146374928478528510e+00,1.746017453853255352e+00
4.137775173566783593e+00,1.875544719555187978e+00
4.138664220519072678e+00,2.012427650154280379e+00
4.133364635680321086e+00,2.149785447753269185e+00
5.589982145893179322e+00,3.102023668449681804e+00
5.490528308757477660e+00,3.447228743959211528e+00
5.509427577429930167e+00,3.670232553258235608e+00
5.513667465177844562e+00,3.892104038877511663e+00
5.504256878196958525e+00,4.112638506382658043e+00
5.480608133486691180e+00,4.330492146652579422e+00
5.399247839441675190e+00,4.508356525269447523e+00
4.186500666609650700e+00,3.692144966161616804e+00
4.175994008672655688e+00,3.888381300195350221e+00
4.182123262105213790e+00,4.110515785985421111e+00
4.152151698531241664e+00,4.307658735422034368e+00
3.937857669148486117e+00,4.312641840454055853e+00
3.709387954467100013e+00,4.289601721275978718e+00
3.113295442650392264e+00,3.803237685646143618e+00
2.859416735255130515e+00,3.692240161000833965e+00
2.859653346840069776e+00,3.906106157822799574e+00
2.500026922504209992e+00,3.615892881084796784e+00
2.472460967524596320e+00,3.790991130799823416e+00
2.161076939808098896e+00,3.740608067815855975e+00
2.009674969155382129e+00,3.706192650285410117e+00
1.873064448169212248e+00,3.688685406976031089e+00
1.758175339271266013e+00,3.707213318811433123e+00
1.636391688979653480e+00,3.705782638989695066e+00
1.581187250435933223e+00,3.859674689991797969e+00
1.473944045402348690e+00,4.236943046591384210e+00
1.172884038131975171e+00,4.067263355273854408e+00
8.373357851032471322e-01,3.629668556472270158e+00
6.328837388339303427e-01,3.628215618939986786e+00
5.301496099825976360e-01,3.613315068515415618e+00
4.601770128738502663e-01,3.859664179284719943e+00
3.894352439650531350e-01,4.237141377374411988e+00
2.743254932262804702e-01,4.238131340426747329e+00
4.521253075765521018e-02,4.261760368277570876e+00
-6.991987912916843018e-02,4.261426618000190736e+00
-1.845671838398310616e-01,4.247992303953114224e+00
-2.985401046412251569e-01,4.231481959007538762e+00
-4.127292275959086876e-01,4.221874032554884693e+00
-6.458550441031174483e-01,4.230989712745792275e+00
-7.630999409900269814e-01,4.229714193481186157e+00
-1.057588498587354930e+00,3.982982157703233383e+00
-1.129457538144560624e+00,3.833059207935809454e+00
-1.134801631616666917e+00,3.499609445006887753e+00
-7.801998803702825391e-01,2.025963867535640617e+00
-8.538616717071361162e-01,2.050307656316131766e+00
-1.592369810706710798e+00,3.550245117145019780e+00
-1.699830412009836866e+00,3.531166608624095815e+00
-1.747849495633613692e+00,3.179214835353913582e+00
-1.693634618640418754e+00,2.892664235927401073e+00
-1.779077282622331113e+00,2.858596565693994229e+00
-2.055869133559048656e+00,2.936941948091558174e+00
-2.107657474709838663e+00,2.844183592402647065e+00
-2.105371510437424654e+00,2.686257825870488336e+00
-2.101252199676452825e+00,2.536764700615922852e+00
-2.101842804118111196e+00,2.402315712383137569e+00
-2.095395481141241412e+00,2.268273050125478640e+00
-2.097953294332501883e+00,2.151422349335015749e+00
-1.464600282622875005e+00,1.422923239118737637e+00
-1.464239403481356394e+00,1.347628768551973444e+00
-1.461661478704700645e+00,1.274074973257860233e+00
-1.494771312423828435e+00,1.233492136122975813e+00
-2.087959004741246183e+00,1.630223350899975721e+00
-2.136036204794188986e+00,1.489350909790373878e+00
-2.132043278050943957e+00,1.402531995997409631e+00
-9.604776801246053264e-01,5.953005503324464431e-01
-9.805265946818227940e-01,5.716578527734135218e-01
-9.868381897132623148e-01,5.401624810286363987e-01
-9.948397914838887912e-01,5.101156435960608748e-01
-1.008255712276538096e+00,4.830575468979166343e-01
-1.022762199689056128e+00,4.564620408964801812e-01
-1.029175501421782712e+00,4.263728407585894442e-01
-1.039383098069870393e+00,3.980602253869420792e-01
-1.049755997690890563e+00,3.698398397043838326e-01
-1.055555543455211076e+00,3.401227715551375375e-01
-1.057639384923524162e+00,3.095205935169050848e-01
-1.064647020938007005e+00,2.805845295605037260e-01
-1.063075964648706018e+00,2.496669142519230555e-01
-1.067473273916978327e+00,2.204561955451718736e-01
-1.063194217849558809e+00,1.897845970686519168e-01
-1.059033122420822703e+00,1.596553845886563849e-01
-1.057004337828445051e+00,1.302573783765334503e-01
-1.059141610211739915e+00,1.015632746662350205e-01
-1.062496212120819461e+00,7.298590307594772508e-02
-2.091837647909323028e+00,-2.606323671410218368e-02
-2.091369534928503526e+00,-8.259655344808629340e-02
-8.740644461646237540e-01,-5.820063405377987054e-02
-8.954574071798420132e-01,-1.084436810945361290e-01
-8.715527324748972848e-01,-1.536905657187029595e-01
-8.504274759040174603e-01,-1.737729143487553307e-01
-1.257421158954659113e+00,-2.925286249805151839e-01
-1.237450627255789026e+00,-3.233527423800973688e-01
-1.216740849767325550e+00,-3.533136500275009806e-01
-1.204848536571019091e+00,-3.854411669904743709e-01
-1.187390556446415113e+00,-4.155329425265922860e-01
-1.169190992456537792e+00,-4.449645523816478376e-01
-1.153046599884643086e+00,-4.748603927551798831e-01
-1.132486979720549680e+00,-5.025873547054419133e-01
-1.117595520770191753e+00,-5.325638304125659417e-01
-1.096566833460172585e+00,-5.593763819405515036e-01
-1.074909875905656120e+00,-5.854439217102435089e-01
-1.083787746935629626e+00,-6.288187703393635086e-01
-1.068960319862741093e+00,-6.594390094790768542e-01
-1.858067883995999203e+00,-1.216726878994182970e+00
-1.857383964856087921e+00,-1.289280875317237562e+00
-1.855724067976787239e+00,-1.363853652016266071e+00
-1.621381999774902605e+00,-1.568647914446037239e+00
